doc_id,sent_id,text,sent_text,before,after
019bffa6326e23215fb5fe8487bb9e9330a00250d56656bc767f35f3,019bffa6326e23215fb5fe8487bb9e9330a00250d56656bc767f35f3-94,"Na de koffie noemt huisarts Norbert Hoogsteder het idee van **D66** , dat een wet wil die patiënten recht geeft op een videoconsult , ' absurd ' en ' zorgelijk ' .","Na de koffie noemt huisarts Norbert Hoogsteder het idee van **D66** , dat een wet wil die patiënten recht geeft op een videoconsult , ' absurd ' en ' zorgelijk ' .","Uiteindelijk willen we hetzelfde : zoveel mogelijk tijd aan de patiënten besteden . """,Later die middag laat hij een bericht zien dat net verschenen is : ' Huisartsenpost in Hilversum stopt met videoconsulten bij kinderen .'
01dfe88160d086213654effae70d4ab7a72a914b4ddc93d0d25a6039,01dfe88160d086213654effae70d4ab7a72a914b4ddc93d0d25a6039-6,"**Omtzigt** krijgt een ’draai om z’n oren’ vanwege het ten onrechte uitsluiten van veel kiezers , door de PVV op voorhand te cancelen .","**Omtzigt** krijgt een ’draai om z’n oren’ vanwege het ten onrechte uitsluiten van veel kiezers , door de PVV op voorhand te cancelen .",Wat een hypocrisie .,Frans van Helvoort
0242ca47c4d775fa9a94e08e1223bf2582d86547cff881a12a7f1f4d,0242ca47c4d775fa9a94e08e1223bf2582d86547cff881a12a7f1f4d-5,"Het verkiezingsdebat tussen **Omtzigt** , Timmermans en Yeşilgöz was een debat tussen volwassen mensen over volwassen onderwerpen waarbij de verschillen - niet eens zo heel groot - op respectvolle wijze werden besproken .","Het verkiezingsdebat tussen **Omtzigt** , Timmermans en Yeşilgöz was een debat tussen volwassen mensen over volwassen onderwerpen waarbij de verschillen - niet eens zo heel groot - op respectvolle wijze werden besproken .",Waarom denkt RTL dat de kiezer een kleuter is ?,Maar RTL moest de boel weer opleuken met kinderachtige tekenfilmpjes en TikTokmeuk .
02495f7ca1df5eba6c0c60d30602a7a178f60e301e5d5bf22a85f1e2,02495f7ca1df5eba6c0c60d30602a7a178f60e301e5d5bf22a85f1e2-7,"' Een mooi moment om de straatnamen van historische context te voorzien ' , zegt Dirk-Jan van Vliet ( **D66** ) , die daartoe in Utrecht samen met GroenLinks , PvdA , EenUtrecht en PvdD een motie indiende .","' Een mooi moment om de straatnamen van historische context te voorzien ' , zegt Dirk-Jan van Vliet ( **D66** ) , die daartoe in Utrecht samen met GroenLinks , PvdA , EenUtrecht en PvdD een motie indiende .",De vondst van de NSDAP-kaart blies de verontwaardiging over Bernhards verleden en diens leugens daarover dan ook nieuw leven in .,Die werd donderdag met een ruime meerderheid aangenomen .
024faf24ec45326dd32c54a2d008b42f49d79076aabdc015f9601596,024faf24ec45326dd32c54a2d008b42f49d79076aabdc015f9601596-11,"Vooral bij partijen met een rechts-conservatieve signatuur kleurt het rood ( **BBB** , BVNL , CDA , Forum voor Democratie , JA21 , NSC , PVV , SGP en VVD ) .","Vooral bij partijen met een rechts-conservatieve signatuur kleurt het rood ( **BBB** , BVNL , CDA , Forum voor Democratie , JA21 , NSC , PVV , SGP en VVD ) .",Minimumstraffen,"Ook Denk , een centrumlinkse partij met conservatieve trekjes , komt met voorstellen die de Orde zorgen baren ."
0251b26b2448de17ef164c9d2f5af0180afd1d0167bd490856958863,0251b26b2448de17ef164c9d2f5af0180afd1d0167bd490856958863-4,Een meerderheid van de Eerste Kamer stemde dinsdag in met een voorstel van **PvdD-Senator** Niko Koffeman hiertoe .,Een meerderheid van de Eerste Kamer stemde dinsdag in met een voorstel van **PvdD-Senator** Niko Koffeman hiertoe .,DEN HAAG Dranken zonder toegevoegde suikers zouden niet onder de verhoogde heffing voor alcoholvrije dranken moeten vallen .,Dit zou betekenen dat bijvoorbeeld havermelk en vruchtensappen zonder toegevoegde suikers begin volgend jaar niet duurder worden .
02b021e57432a57bbb5262a0aa2c880e078b1e9509d7c1e0e5e6c862,02b021e57432a57bbb5262a0aa2c880e078b1e9509d7c1e0e5e6c862-12,"Toezichthouder ACM bepaalde in maart 2021 op aangeven van Eric Wiebes , de toenmalige **VVD-minister** van Klimaat , dat het afkoppelen gratis moest worden :","Toezichthouder ACM bepaalde in maart 2021 op aangeven van Eric Wiebes , de toenmalige **VVD-minister** van Klimaat , dat het afkoppelen gratis moest worden :",Tot 2021 betaalde iemand die van het gas af wilde 700 euro .,verduurzamen was immers al duur genoeg .
02c29e25d0564781709d11ee81c2b5d8d61f2db5e4c60394821bb50c,02c29e25d0564781709d11ee81c2b5d8d61f2db5e4c60394821bb50c-2,"Een motie van de lokale partij PRO ( een fusie van **GroenLinks** , PvdA en D66 ) om de natuur als rechtspersoon te erkennen , kreeg afgelopen week een meerderheid in de gemeente in het Zuid-Limburgse heuvelland .","Een motie van de lokale partij PRO ( een fusie van **GroenLinks** , PvdA en D66 ) om de natuur als rechtspersoon te erkennen , kreeg afgelopen week een meerderheid in de gemeente in het Zuid-Limburgse heuvelland .","Als de natuur rechten krijgt , rijst vanzelf de vraag :",maar wie spreekt dan namens haar ?
02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683,02cba6b801518598e5f2d2a34ef8677a6d254e9494a3abdeb9297683-4,Schoonmaakactie besmeurde spandoeken **BBB**,Schoonmaakactie besmeurde spandoeken **BBB**,15:40,Orgelspelen met Henri Bontenbal bij het Jeugdjournaal
0300961b7916f766324ba23d9dd53541e14198e30d3973925a1db733,0300961b7916f766324ba23d9dd53541e14198e30d3973925a1db733-4,Helaas heeft Pieter **Omtzigt** een Kamermeerderheid ervan overtuigd om dit belastingvoordeel te schrappen .,Helaas heeft Pieter **Omtzigt** een Kamermeerderheid ervan overtuigd om dit belastingvoordeel te schrappen .,Om de uitrol van walstroomstekkers te versnellen werd in 2021 een belastingvoordeel ingevoerd .,Zo worden omwonenden van havens onnodig langer blootgesteld aan lawaai en uitstoot .
030cd8a455a170b9fdbe8c869a3676a111345fb22d1446d6a3a1ffe2,030cd8a455a170b9fdbe8c869a3676a111345fb22d1446d6a3a1ffe2-2,"( 'Als de **PVV** meeregeert , stop ik als columnist ' , Opinie , 16 november ) .","( 'Als de **PVV** meeregeert , stop ik als columnist ' , Opinie , 16 november ) .",Er wordt gedaan alsof Wilders bekeerd is van zijn opvattingen over de islam .,Maar daar is geen sprake van .
033a19065ff61e3bf6701807811a088d9c1b914c2c7e5e108ed7cefc,033a19065ff61e3bf6701807811a088d9c1b914c2c7e5e108ed7cefc-21,"De **PvdA** wil dat het betaald parkeren in Zuid helemaal van tafel gaat , omdat er volgens die partij eigenlijk geen parkeerproblemen zijn .","De **PvdA** wil dat het betaald parkeren in Zuid helemaal van tafel gaat , omdat er volgens die partij eigenlijk geen parkeerproblemen zijn .",Voor hen is het een gruwelbeleid.”,"„ Bewoners ervaren terecht dat zij als pinautomaat worden gebruikt om de begroting van de stad sluitend te maken” , zegt fractievoorzitter Richard Moti ."
033c4cd8fccc2bd59fabd340010e5bfbb02ed7ed36f31a1e1c310d47,033c4cd8fccc2bd59fabd340010e5bfbb02ed7ed36f31a1e1c310d47-25,Pieter **Omtzigt** wil aan dit consumptiefeest een einde maken .,Pieter **Omtzigt** wil aan dit consumptiefeest een einde maken .,"Door onze praktische , nuchtere aard en handelsgeest maken we van ons land het lelijkste land ter wereld .",Hij wil de hoeveelheid arbeidsmigranten die in Nederland worden toegelaten beperken tot vijftigduizend .
0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47,0369b0264d8e10037efc358acf7851cb908626fd3a479fb1c3a3da47-3,De metamorfose van Pieter **Omtzigt** is wennen .,De metamorfose van Pieter **Omtzigt** is wennen .,",, Ik heb lang met hem samengewerkt , daarover ben ik heel terughoudend . """,CDA'ers prijzen zonder uitzondering Omtzigts zeldzame dossierkennis en vasthoudendheid .
036e9a7d0720f4a36e03b1ca870a0f37a4c850b911918a0b48609394,036e9a7d0720f4a36e03b1ca870a0f37a4c850b911918a0b48609394-6,"De **VVD** heeft dit jaar al 1,5 miljoen euro gekregen en staat daarmee ruim aan kop .","De **VVD** heeft dit jaar al 1,5 miljoen euro gekregen en staat daarmee ruim aan kop .","Die hoeven bovendien helemaal niet gemeld te worden , maar giften boven de 1000 euro komen uiteindelijk wel in het jaarverslag te staan .",Daarna volgen GroenLinks en SP . De donaties bij deze twee partijen zijn voornamelijk van Kamerleden en andere politici .
0390456559016570aa62e99ccfa7b5efc3e9815376fab0ae77578efd,0390456559016570aa62e99ccfa7b5efc3e9815376fab0ae77578efd-5,"Klare taal , moet iemand bij de programmacommissie van **JA21** hebben gedacht .","Klare taal , moet iemand bij de programmacommissie van **JA21** hebben gedacht .","De partij vond het noodzakelijk een uitgebreid programma te schrijven , volgens partijstrateeg en campagneleider Henk Vermeer .",„ Wij hebben vaak genoeg het verwijt gekregen een one-issuepartij te zijn .
0393898b66b7c3891c8cc545fd3356143dff0951cc15f88e7a89210d,0393898b66b7c3891c8cc545fd3356143dff0951cc15f88e7a89210d-1,**FvD-leider** Thierry Baudet gaat door met zijn verkiezingscampagne .,**FvD-leider** Thierry Baudet gaat door met zijn verkiezingscampagne .,NA,Zijn leeftijd is niet bekendgemaakt .
0399b3fa5fa3570e75eea91cb2944664b5aa8427c01b49aae62ce0e3,0399b3fa5fa3570e75eea91cb2944664b5aa8427c01b49aae62ce0e3-30,Verder ondersteun ik privé de **VVD** .,Verder ondersteun ik privé de **VVD** .,gerard van den Tweel,Dat blijft mijn partij .
03b37a317c90f5ff8ff7767db8fe86b19f06cee92f4eb407abaae7a4,03b37a317c90f5ff8ff7767db8fe86b19f06cee92f4eb407abaae7a4-3,Ter voorbereiding op het RTL-verkiezingsdebat zondag was Dilan **Yesilgöz** met de VVD-contentcreator naar de sportschool getogen .,Ter voorbereiding op het RTL-verkiezingsdebat zondag was Dilan **Yesilgöz** met de VVD-contentcreator naar de sportschool getogen .,"Maar dat later niet ook de Palestijnse vlag halfstok werd gehangen , vond ze oneerlijk .",De gemeente zou er voor de hele samenleving moeten zijn .
03c0b55387b7fd164e0b58f4e1716c337035729177208b3556eac26c,03c0b55387b7fd164e0b58f4e1716c337035729177208b3556eac26c-22,De jonge generatie heeft een andere voorkeur voor de nieuwe **minister-president** dan andere leeftijdsgroepen .,De jonge generatie heeft een andere voorkeur voor de nieuwe **minister-president** dan andere leeftijdsgroepen .,Andere voorkeur,"Het liefst zouden zij lijsttrekker Frans Timmermans van GroenLinks-PvdA in het Torentje zien , terwijl stemmers boven de 35 juist voorkeur hebben voor Omtzigt ( NSC ) ."
0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020,0464b3a630e95ef14a2197297657658bb44f6cad2edb944254cea020-1,In eerdere kabinetten werkte de **PvdA** mee aan de verzelfstandiging van publieke sectoren zoals het openbaar vervoer en de volkshuisvesting .,In eerdere kabinetten werkte de **PvdA** mee aan de verzelfstandiging van publieke sectoren zoals het openbaar vervoer en de volkshuisvesting .,NA,""" De overheid geeft schoolbesturen een zak met geld en zij maken er een zooitje van "" , zegt geschiedenisleraar John Arts . "" De mensen die écht hart hebben voor het onderwijs hebben er geen zeggenschap over . """
0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377,0490cc775892fa87482f2f4a28e859a340868274c1fb9e003af4d377-21,"Om deze reden merkte Frans **Timmermans** tijdens zijn Abel Herzberglezing in september op dat Nederland behoefte heeft aan kathedralenbouwers , die het geduld en de moed hebben om Nederland toekomstbestendig te maken .","Om deze reden merkte Frans **Timmermans** tijdens zijn Abel Herzberglezing in september op dat Nederland behoefte heeft aan kathedralenbouwers , die het geduld en de moed hebben om Nederland toekomstbestendig te maken .","Als ons klimaatbeleid nu stagneert , dan gaan we onze klimaatdoelen nooit meer halen .","Dat betekent vooral : welvaart beter verdelen , rechtsstaat bestendigen , klimaatcrisis aanpakken ."
05b59579e2b214b3906ef4c2c80ddd1e6673d357fcc1e4e642abece0,05b59579e2b214b3906ef4c2c80ddd1e6673d357fcc1e4e642abece0-5,"Zwaarder straffen , klinkt het vanuit de **VVD** .","Zwaarder straffen , klinkt het vanuit de **VVD** .","Behandel je een mens als mens , dan wordt het een mens.”",Kluwen ontwarren
060e945725420b49d2658119868dcb2c5775ba58ae529d9027c23468,060e945725420b49d2658119868dcb2c5775ba58ae529d9027c23468-4,"Onder de noemer ’coalitie samenleving’ hopen **CU** , CDA en BBB op concrete voorbeelden van problemen waar mantelzorgers tegenaan lopen .","Onder de noemer ’coalitie samenleving’ hopen **CU** , CDA en BBB op concrete voorbeelden van problemen waar mantelzorgers tegenaan lopen .","De Telegraaf meldde vorige week dat mantelzorgers soms horendol worden van alle regels en administratieve rompslomp , die naast hun zorgtaken gemiddeld zo’n vier uur per week kosten .","Niet alleen bij hun eigen mantelzorgtaken , maar juist ook hun ervaringen met andere vormen van zorg ."
062611188eea30e020a482fe2198890aad1172b3ab48daf41387f679,062611188eea30e020a482fe2198890aad1172b3ab48daf41387f679-19,"Het zijn vragen die maar weinig worden gesteld in het debat , waar het mogelijke premierschap van Pieter **Omtzigt** al snel hoger op de agenda stond .","Het zijn vragen die maar weinig worden gesteld in het debat , waar het mogelijke premierschap van Pieter **Omtzigt** al snel hoger op de agenda stond .",Geprivilegieerd land,"In het debat over de oorlog in Gaza gaat het in Nederland over van alles behalve het beëindigen van het misdadige geweld tegen burgers , constateert Anne-Lot Hoek ., De urgentie van een staakt-het-vuren in Gaza staat in Nederland nog steeds niet voorop ."
063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2,063825bf9ea1d03ea93460decdb9757c24a9889bf544533be5b22cf2-1,De **lijsttrekker** :,De **lijsttrekker** :,NA,' De problemen met de intensieve veehouderij zijn al meer dan dertig jaar bekend .
06399ce95b1bcdcbf7b6241d86106bcfb94df026cf18cbe5c1d814b5,06399ce95b1bcdcbf7b6241d86106bcfb94df026cf18cbe5c1d814b5-1,Vooral **Timmermans** moet het ontgelden,Vooral **Timmermans** moet het ontgelden,NA,"„ Ik moest eerst lachen toen ik het hoorde” , zegt Jetten in de studio van De Telegraaf ."
06531368c3a9d5cdf1aad913c02c675e36142bd647baf1f3a1f2e8d0,06531368c3a9d5cdf1aad913c02c675e36142bd647baf1f3a1f2e8d0-11,Zo komt een kiezer die op de stelling ' ja ' invult waarschijnlijk met enige verbazing tot de conclusie dat hij zich in één kamp bevindt met zowel **FvD** als PvdD .,Zo komt een kiezer die op de stelling ' ja ' invult waarschijnlijk met enige verbazing tot de conclusie dat hij zich in één kamp bevindt met zowel **FvD** als PvdD .,Het leidt ertoe dat partijen die normaliter lijnrecht tegenover elkaar staan zo opeens onder hetzelfde eens- of oneenskamp vallen .,"De twee partijen , in de Kamer vrijwel volmaakte tegenpolen , zeker op het klimaatbeleid , zeiden allebei ja op de stelling , zij het dat FvD stelt dat ' er geen sprake is van een klimaatcrisis ' , en de PvdD die klimaatcrisis zo'n beetje het belangrijkste thema vindt ."
066e9e451971790db98ad0d61565d08960b78871d86e8982fffbd63c,066e9e451971790db98ad0d61565d08960b78871d86e8982fffbd63c-18,Kijk naar de opmars van de **PvdA** met Diederik Samsom in 2012 of naar die van D66 met Sigrid Kaag twee jaar terug .,Kijk naar de opmars van de **PvdA** met Diederik Samsom in 2012 of naar die van D66 met Sigrid Kaag twee jaar terug .,""" Voorspellen is gevaarlijk , omdat er in de laatste dagen nog veel kan veranderen .",Toch kun je er wel al iets over zeggen als je kijkt naar de peilingwijzer ( zie antwoord hierboven ) .
0716e3e0befbdb4560a0b2086bda0fe2be14653136520b75a108a74d,0716e3e0befbdb4560a0b2086bda0fe2be14653136520b75a108a74d-1,", Caroline van der Plas gaat op een barkruk zitten en legt het verkiezingsprogramma van **BBB** op tafel .",", Caroline van der Plas gaat op een barkruk zitten en legt het verkiezingsprogramma van **BBB** op tafel .",NA,"Dat niet zij maar Pieter Omtzigt bij de Algemene Politieke Beschouwingen de vage , niet-financieel onderbouwde ‘gratis-bier-motie’ over het minimumloon had bedacht , is nooit tot de beeldvorming doorgedrongen ."
073ee9ac590cf73d4f8124d72188bc6e9a9fb6eff0d872b43e64d5e1,073ee9ac590cf73d4f8124d72188bc6e9a9fb6eff0d872b43e64d5e1-6,"Daarbij zou 90 procent van de zetels gaan naar de vijf grootste partijen : de Katholieke Volkspartij , de **PvdA** , de VVD en de grootste protestants-christelijke partijen CHU en ARP .","Daarbij zou 90 procent van de zetels gaan naar de vijf grootste partijen : de Katholieke Volkspartij , de **PvdA** , de VVD en de grootste protestants-christelijke partijen CHU en ARP .","Maar dit commentaar stamt uit maart 1963 , in anticipatie op de Tweede Kamerverkiezingen twee maanden later .",Kennelijk kan Nederland op dit moment meer versplintering aan dan de Courant toen dacht .
07abe94ea0600b42884090af15bdd1021d7675b093b0d5a244472fef,07abe94ea0600b42884090af15bdd1021d7675b093b0d5a244472fef-4,Plotseling wist demissionair **minister** De Jonge van Volkshuisvesting het ook zeker :,Plotseling wist demissionair **minister** De Jonge van Volkshuisvesting het ook zeker :,Anderhalf jaar geleden werd de zonneweide neergezet .,Het werd een ideaal studieproject .
07af3356ebcc3b693ef67eb74c913a090587043053fa8b6d801dcabc,07af3356ebcc3b693ef67eb74c913a090587043053fa8b6d801dcabc-17,"Later gingen de politici Rob **Jetten** ( D66 ) , Frans Timmermans ( GroenLinks-PvdA ) , Esther Ouwehand ( PvdD ) , Laurens Dassen ( Volt ) , Lilian Marijnissen ( SP ) , Edson Olf ( Bij1 ) en Gerard van Hooft ( 50Plus ) aan de hand van stellingen met elkaar in debat .","Later gingen de politici Rob **Jetten** ( D66 ) , Frans Timmermans ( GroenLinks-PvdA ) , Esther Ouwehand ( PvdD ) , Laurens Dassen ( Volt ) , Lilian Marijnissen ( SP ) , Edson Olf ( Bij1 ) en Gerard van Hooft ( 50Plus ) aan de hand van stellingen met elkaar in debat .",Thunberg gaf tijdens haar toespraak de microfoon even terug aan een eerdere spreker en daarop kwam een man het podium op :,"De demonstranten droegen onderweg naar het Museumplein spandoeken , vlaggen en protestborden met zich mee en riepen leuzen :"
07cbf4cc1a60a980d0613e96b7b7dfc684b6082587f2111b085a76ce,07cbf4cc1a60a980d0613e96b7b7dfc684b6082587f2111b085a76ce-2,"' **SGP** wil christelijke asielzoekers , CU geen rem op gezinshereniging ' ( AD 16-11 ) .","' **SGP** wil christelijke asielzoekers , CU geen rem op gezinshereniging ' ( AD 16-11 ) .","Ben van der Hoeven , Amersfoort",Sommige vragen niet aan Timmermans gesteld
07d34b08f9202728be73c36a42b03c1b48713047bb57cf6a32f752e9,07d34b08f9202728be73c36a42b03c1b48713047bb57cf6a32f752e9-7,**NSC-voorman** Omtzigt ziet nog steeds niets in deelname van de PVV daaraan .,**NSC-voorman** Omtzigt ziet nog steeds niets in deelname van de PVV daaraan .,Het blog van gisteren lees je hier terug .,En ook JA21 heeft er twijfels over dat de PVV echt meedoet .
080fa625c0c725db28008db7483804328e779965872edcbde894368a,080fa625c0c725db28008db7483804328e779965872edcbde894368a-2,Het gekoketteer van Pieter Omtzigt’s **NSC** met PvdA/GL is natuurlijk niet geheel van gevaar ontbloot .,Het gekoketteer van Pieter Omtzigt’s **NSC** met PvdA/GL is natuurlijk niet geheel van gevaar ontbloot .,Op dezelfde voet verder,"Als we een linkse regering krijgen , is de ellende namelijk niet te overzien ."
0813995197c126fcd0db54fa7bd6d69e00bca278268870e0bd84828f,0813995197c126fcd0db54fa7bd6d69e00bca278268870e0bd84828f-17,Leefbaar Rotterdam en de **VVD** stellen vragen over de spanning die er zondagavond tijdens de demonstratie en protestmars enige tijd was rond de fastfoodzaak op de Coolsingel .,Leefbaar Rotterdam en de **VVD** stellen vragen over de spanning die er zondagavond tijdens de demonstratie en protestmars enige tijd was rond de fastfoodzaak op de Coolsingel .,„ We zijn best verbijsterd over onjuiste berichten die over ons rondgaan .”,McDonald’s zelf ziet het als „ incident” .
08757769ca44000de2a2f5ab38f9bd81d6f3fc0b4523abd09fb024cb,08757769ca44000de2a2f5ab38f9bd81d6f3fc0b4523abd09fb024cb-1,Politieke kopstukken geschokt na tweede aanval op **Baudet** :,Politieke kopstukken geschokt na tweede aanval op **Baudet** :,NA,"Van der Plas spreekt van een "" walgelijke en laffe aanval opnieuw tegen Thierry Baudet "" ."
088c1edfdbefacc513da5a4e7516342b0e9eead38a62ac7be6624578,088c1edfdbefacc513da5a4e7516342b0e9eead38a62ac7be6624578-1,"Kort geding De Partij voor de Dieren hoeft een persbericht dat **partijleider** Esther Ouwehand vrijpleit van integriteitsschendingen niet te rectificeren ., Het bestuur van de Partij voor de Dieren heeft de werkwijze van de eigen integriteitsfunctionaris volgens de rechtbank in Amsterdam terecht „ onjuist” en „ onzorgvuldig” genoemd in een persbericht .","Kort geding De Partij voor de Dieren hoeft een persbericht dat **partijleider** Esther Ouwehand vrijpleit van integriteitsschendingen niet te rectificeren ., Het bestuur van de Partij voor de Dieren heeft de werkwijze van de eigen integriteitsfunctionaris volgens de rechtbank in Amsterdam terecht „ onjuist” en „ onzorgvuldig” genoemd in een persbericht .",NA,Ouwehand kreeg na de beslissing van het oude bestuur massaal steun van de leden .
08bfbe92a0a49ed3a9125c5f67940313313233bb25956d9ef9b0b748,08bfbe92a0a49ed3a9125c5f67940313313233bb25956d9ef9b0b748-103,**GroenLinks-PvdA** gaan voor een jaar later .,**GroenLinks-PvdA** gaan voor een jaar later .,Al komend jaar zou het minimumloon dan op 16 euro per uur moeten liggen .,Al ging dat niet van harte :
0998d1d8ab0493d579c42863c7611e4932b6a7b74ecb23d1005cceb6,0998d1d8ab0493d579c42863c7611e4932b6a7b74ecb23d1005cceb6-4,**GroenLinks-PvdA** tegen Omtzigt :,**GroenLinks-PvdA** tegen Omtzigt :,Omtzigt gaf als voorbeelden migratie en de belastingplannen .,Over migratie :
09aa20fff578fb82606e5d33e65952eeca3b31b6b85c3f6a99f08cad,09aa20fff578fb82606e5d33e65952eeca3b31b6b85c3f6a99f08cad-92,"Spekman , die eerder Tweede **Kamerlid** was voor de PvdA en ook voorzitter van die partij , is blij met de politieke aandacht voor bestaanszekerheid , een thema waar hij al jaren druk mee is .","Spekman , die eerder Tweede **Kamerlid** was voor de PvdA en ook voorzitter van die partij , is blij met de politieke aandacht voor bestaanszekerheid , een thema waar hij al jaren druk mee is .",' Maar ik vind het vooral tragisch dat het nodig is .',"Het gaat volgens hem niet alleen om inkomen , maar om een algemeen gevoel van zekerheid : ' Heb ik morgen nog werk en een huis ?"
